n_CF,n_CT,n_TC,n_BW,n_DC,n_SC,n_NC,n_paragraphs,paragraph_0p,paragraph_25p,paragraph_75p,paragraph_100p,filename
1,0,0,1,0,3,3,7,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,git-tips@tips.xlsx
2,0,1,0,0,1,3,6,No categories identified.,SC - Submit the changes,CF - Contribution flow,TC - Talk to the community,git@git.xlsx
3,3,0,0,1,10,15,31,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,gitextensions@gitextensions.xlsx
3,0,0,7,8,13,21,51,No categories identified.,BW - Build local workspace,No categories identified.,No categories identified.,github-changelog-generator@github-changelog-generator.xlsx
3,2,1,3,0,2,55,65,BW - Build local workspace,TC - Talk to the community,No categories identified.,SC - Submit the changes,github-for-unity@Unity.xlsx
1,0,0,0,1,5,2,8,No categories identified.,CF - Contribution flow,SC - Submit the changes,DC - Deal with the code,github@backup-utils.xlsx
4,0,0,0,0,7,4,14,No categories identified.,CF - Contribution flow,No categories identified.,CF - Contribution flow,github@brubeck.xlsx
4,0,0,2,0,19,5,29,No categories identified.,SC - Submit the changes,SC - Submit the changes,BW - Build local workspace,github@choosealicense.com.xlsx
0,0,0,1,7,5,23,35,No categories identified.,SC - Submit the changes,BW - Build local workspace,No categories identified.,github@developer.github.com.xlsx
0,1,1,1,2,9,40,53,No categories identified.,No categories identified.,SC - Submit the changes,BW - Build local workspace,github@explore.xlsx
4,0,0,0,1,15,6,25,No categories identified.,SC - Submit the changes,SC - Submit the changes,CF - Contribution flow,github@fetch.xlsx
0,0,0,3,1,3,5,11,SC - Submit the changes,BW - Build local workspace,DC - Deal with the code,SC - Submit the changes,github@gemoji.xlsx
2,0,1,0,0,3,1,6,No categories identified.,TC - Talk to the community,CF - Contribution flow,SC - Submit the changes,github@github-services.xlsx
5,0,0,1,0,12,6,23,No categories identified.,SC - Submit the changes,CF - Contribution flow,CF - Contribution flow,github@glb-director.xlsx
4,0,0,0,1,10,6,20,No categories identified.,CF - Contribution flow,SC - Submit the changes,CF - Contribution flow,github@janky.xlsx
10,3,1,9,7,34,43,106,No categories identified.,No categories identified.,No categories identified.,CF - Contribution flow,github@linguist.xlsx
3,0,1,4,2,11,12,32,No categories identified.,No categories identified.,No categories identified.,No categories identified.,github@markup.xlsx
3,0,1,5,3,4,22,37,SC - Submit the changes,No categories identified.,No categories identified.,TC - Talk to the community,github@opensource.guide.xlsx
7,0,0,3,1,3,18,31,CF - Contribution flow,CF - Contribution flow,No categories identified.,No categories identified.,github@opensourcefriday.xlsx
6,3,1,5,1,16,30,61,CF - Contribution flow,No categories identified.,BW - Build local workspace,CF - Contribution flow,github@pages-gem.xlsx
4,0,0,0,0,7,4,14,No categories identified.,CF - Contribution flow,No categories identified.,CF - Contribution flow,github@scientist.xlsx
4,0,0,0,0,7,4,14,No categories identified.,CF - Contribution flow,No categories identified.,CF - Contribution flow,github@scripts-to-rule-them-all.xlsx
3,0,0,1,1,11,10,25,No categories identified.,SC - Submit the changes,DC - Deal with the code,No categories identified.,github@secure_headers.xlsx
9,0,0,0,0,19,14,41,No categories identified.,CF - Contribution flow,No categories identified.,CF - Contribution flow,github@super-linter.xlsx
4,0,0,1,1,19,8,32,No categories identified.,SC - Submit the changes,No categories identified.,CF - Contribution flow,github@view_component.xlsx
3,0,0,0,1,11,21,35,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,gitlabhq@gitlab-ci.xlsx
1,0,0,0,2,7,56,65,SC - Submit the changes,No categories identified.,No categories identified.,No categories identified.,gitlabhq@gitlabhq.xlsx
1,0,0,0,0,3,5,8,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,gitpitch@gitpitch.xlsx
7,0,1,5,11,12,73,108,No categories identified.,DC - Deal with the code,No categories identified.,DC - Deal with the code,glfw@glfw.xlsx
5,0,0,3,1,10,12,30,No categories identified.,CF - Contribution flow,No categories identified.,SC - Submit the changes,globalize@globalize.xlsx
2,0,1,0,0,0,16,18,No categories identified.,No categories identified.,No categories identified.,No categories identified.,glpi-project@glpi.xlsx
0,0,0,0,4,13,11,27,No categories identified.,No categories identified.,SC - Submit the changes,DC - Deal with the code,gnuradio@gnuradio.xlsx
5,0,1,10,10,11,42,78,No categories identified.,No categories identified.,SC - Submit the changes,DC - Deal with the code,go-lang-plugin-org@go-lang-idea-plugin.xlsx
3,0,0,6,5,5,9,27,No categories identified.,BW - Build local workspace,BW - Build local workspace,No categories identified.,go-modules-by-example@index.xlsx
0,0,0,0,2,3,4,8,No categories identified.,No categories identified.,DC - Deal with the code,SC - Submit the changes,gocardless@statesman.xlsx
1,0,0,0,0,3,7,10,No categories identified.,No categories identified.,No categories identified.,No categories identified.,gocd@gocd.xlsx
6,0,2,1,5,18,42,73,No categories identified.,DC - Deal with the code,SC - Submit the changes,No categories identified.,godotengine@godot.xlsx
2,0,0,3,1,17,28,50,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,gollum@gollum.xlsx
2,0,2,0,0,7,5,15,No categories identified.,SC - Submit the changes,SC - Submit the changes,TC - Talk to the community,google-ar@arcore-android-sdk.xlsx
2,0,2,0,0,7,5,15,No categories identified.,SC - Submit the changes,SC - Submit the changes,TC - Talk to the community,google-ar@arcore-unity-sdk.xlsx
0,0,2,0,1,5,1,8,No categories identified.,SC - Submit the changes,SC - Submit the changes,TC - Talk to the community,google-research@bert.xlsx
0,0,2,0,0,5,2,8,No categories identified.,SC - Submit the changes,SC - Submit the changes,TC - Talk to the community,google-research@text-to-text-transfer-transformer.xlsx
0,0,2,0,0,5,2,8,No categories identified.,SC - Submit the changes,SC - Submit the changes,TC - Talk to the community,google@AFL.xlsx
0,0,0,0,0,6,2,7,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,google@agera.xlsx
1,0,0,0,1,4,1,6,No categories identified.,DC - Deal with the code,SC - Submit the changes,SC - Submit the changes,google@auto.xlsx
0,0,0,0,0,4,3,6,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,google@binnavi.xlsx
1,0,1,0,2,6,3,12,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,google@bloaty.xlsx
0,0,0,0,0,4,3,6,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,google@brotli.xlsx
6,0,0,0,1,4,4,14,No categories identified.,SC - Submit the changes,CF - Contribution flow,CF - Contribution flow,google@cameraview.xlsx
0,0,2,0,0,5,4,10,No categories identified.,SC - Submit the changes,TC - Talk to the community,No categories identified.,google@clusterfuzz.xlsx
0,0,0,0,0,5,2,6,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,google@cpu_features.xlsx
0,0,0,0,0,5,2,6,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,google@data-transfer-project.xlsx
0,0,0,0,0,4,3,6,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,google@draco.xlsx
0,0,0,0,0,5,4,8,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,google@earthenterprise.xlsx
1,0,0,0,1,9,2,12,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,google@eddystone.xlsx
0,0,0,0,0,4,4,7,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,google@error-prone.xlsx
7,0,2,1,3,6,7,25,No categories identified.,CF - Contribution flow,DC - Deal with the code,BW - Build local workspace,google@filament.xlsx
0,0,0,0,1,7,4,11,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,google@flatbuffers.xlsx
0,0,1,0,5,5,2,12,No categories identified.,SC - Submit the changes,DC - Deal with the code,DC - Deal with the code,google@flutter-desktop-embedding.xlsx
1,0,0,9,10,33,29,81,No categories identified.,BW - Build local workspace,No categories identified.,No categories identified.,google@fruit.xlsx
2,0,0,0,0,9,2,12,No categories identified.,SC - Submit the changes,CF - Contribution flow,CF - Contribution flow,google@glog.xlsx
0,0,0,0,0,4,3,6,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,google@google-authenticator-libpam.xlsx
0,0,0,0,0,4,3,6,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,google@google-java-format.xlsx
10,0,2,1,2,21,12,47,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,google@googletest.xlsx
0,0,0,0,0,5,2,6,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,google@gts.xlsx
1,0,0,1,1,16,8,26,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,google@guava.xlsx
0,0,0,0,0,4,3,6,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,google@guetzli.xlsx
2,0,0,0,1,9,2,13,No categories identified.,SC - Submit the changes,SC - Submit the changes,CF - Contribution flow,google@guice.xlsx
0,0,0,0,0,4,4,7,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,google@honggfuzz.xlsx
0,0,0,0,0,4,3,6,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,google@ion.xlsx
2,0,0,0,0,9,2,12,No categories identified.,SC - Submit the changes,SC - Submit the changes,CF - Contribution flow,google@j2objc.xlsx
0,0,0,0,0,3,1,3,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,google@jax.xlsx
1,0,0,0,1,7,4,12,No categories identified.,SC - Submit the changes,CF - Contribution flow,DC - Deal with the code,google@leveldb.xlsx
5,1,0,1,3,24,27,60,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,google@libphonenumber.xlsx
0,0,0,0,0,5,3,7,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,google@lovefield.xlsx
1,0,0,0,0,7,9,16,No categories identified.,SC - Submit the changes,CF - Contribution flow,SC - Submit the changes,google@model-viewer.xlsx
0,0,0,0,0,4,4,7,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,google@ngx_brotli.xlsx
0,0,0,0,0,4,3,6,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,google@oboe.xlsx
0,0,0,0,0,4,3,6,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,google@oss-fuzz.xlsx
2,0,0,0,0,9,2,12,No categories identified.,SC - Submit the changes,CF - Contribution flow,CF - Contribution flow,google@physical-web.xlsx
0,0,0,0,0,5,2,6,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,google@python-fire.xlsx
1,0,0,2,5,19,11,37,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,google@pytype.xlsx
0,0,0,0,2,7,3,11,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,google@recaptcha.xlsx
0,0,0,0,0,5,2,6,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,google@rejoiner.xlsx
0,0,2,0,0,5,2,8,No categories identified.,SC - Submit the changes,SC - Submit the changes,TC - Talk to the community,google@robotstxt.xlsx
0,0,0,0,0,4,3,6,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,google@sandboxed-api.xlsx
0,0,0,0,0,4,3,6,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,google@sentencepiece.xlsx
0,0,0,0,0,5,2,6,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,google@seq2seq.xlsx
0,0,0,0,0,6,2,7,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,google@snappy.xlsx
0,0,2,0,0,12,7,20,No categories identified.,SC - Submit the changes,SC - Submit the changes,TC - Talk to the community,google@tcmalloc.xlsx
0,0,0,0,2,5,2,8,No categories identified.,SC - Submit the changes,SC - Submit the changes,DC - Deal with the code,google@tink.xlsx
0,0,2,0,0,6,6,13,No categories identified.,No categories identified.,SC - Submit the changes,TC - Talk to the community,google@trax.xlsx
0,0,2,0,0,5,2,8,No categories identified.,SC - Submit the changes,SC - Submit the changes,TC - Talk to the community,google@tsunami-security-scanner.xlsx
0,0,0,0,0,8,5,12,No categories identified.,SC - Submit the changes,No categories identified.,No categories identified.,google@volley.xlsx
0,0,0,0,0,3,2,4,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,google@wuffs.xlsx
0,0,0,0,0,4,3,6,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,google@zopfli.xlsx
0,0,0,0,0,4,3,6,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,googleanalytics@autotrack.xlsx
2,0,0,1,4,9,7,22,No categories identified.,SC - Submit the changes,BW - Build local workspace,SC - Submit the changes,googleapis@google-api-dotnet-client.xlsx
7,0,0,2,2,12,8,30,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,googleapis@google-api-nodejs-client.xlsx
1,0,0,0,2,7,4,13,No categories identified.,SC - Submit the changes,DC - Deal with the code,SC - Submit the changes,googleapis@google-api-php-client.xlsx
7,0,0,0,0,4,4,14,No categories identified.,SC - Submit the changes,CF - Contribution flow,CF - Contribution flow,googleapis@google-api-ruby-client.xlsx
